Image Name,Channel ID,roi_type,label,area,filled_area,major_axis_length,centroid-0,centroid-1,centroid-2,weighted_centroid-0,weighted_centroid-1,weighted_centroid-2,equivalent_diameter,max_intensity,mean_intensity,min_intensity,sphericity,solidity,volume,volume_units,overlap_fraction,distance_x,distance_y,distance_z,distance3d,distance_units,Roi Name
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_13.ome.tiff,0.0,domain,1,289,289,17.654774754599458,25.044982698961938,26.47750865051903,22.993079584775085,25.014071667702616,25.964043661801654,23.020478770115357,8.202880916352756,47483.0,16667.273356401383,6200.0,0.6311969551400395,0.7487046632124352,0.057800000000000004,micron^3,,,,,,,ch-0_domain_label-1
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_13.ome.tiff,0.0,subdomain,2,211,211,11.774550411213367,25.01421800947867,24.51658767772512,23.393364928909953,24.98667956439407,24.426109326382093,23.33245268393854,,47483.0,18024.90047393365,6200.0,,,0.0422,micron^3,,,,,,,ch-0_subdomain_label-2
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_13.ome.tiff,0.0,subdomain,3,78,78,5.911433694347382,25.128205128205128,31.78205128205128,21.91025641025641,25.11685418532974,31.734785731480642,21.849868980295742,,25137.0,12994.71794871795,7318.0,,,0.015600000000000001,micron^3,,,,,,,ch-0_subdomain_label-3
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_13.ome.tiff,1.0,domain,1,1285,1285,20.770161987366123,24.996108949416342,27.607003891050585,27.970428015564202,25.04755295997761,27.964636856388523,27.724588600486793,13.48864014186504,26534.0,8453.634241245136,3802.0,0.4473107419691977,0.5073035925779708,0.257,micron^3,,,,,,,ch-1_domain_label-1
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_13.ome.tiff,1.0,subdomain,2,88,88,6.732671488223883,22.920454545454547,25.670454545454547,36.84090909090909,22.950269642441704,25.680126923487318,36.852888751283494,,10741.0,6496.397727272727,4459.0,,,0.0176,micron^3,,,,,,,ch-1_subdomain_label-2
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_13.ome.tiff,1.0,subdomain,3,205,205,9.352771355894893,25.141463414634146,23.88780487804878,31.746341463414634,25.071464347290046,23.856953657875437,31.663703462140194,,12827.0,7090.214634146341,3868.0,,,0.041,micron^3,,,,,,,ch-1_subdomain_label-3
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_13.ome.tiff,1.0,subdomain,4,36,36,9.372804107326136,25.13888888888889,35.77777777777778,31.11111111111111,25.0016958923853,35.727504203699255,31.07815517655537,,7798.0,5781.944444444444,4557.0,,,0.007200000000000001,micron^3,,,,,,,ch-1_subdomain_label-4
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_13.ome.tiff,1.0,subdomain,5,483,483,14.86247392158539,24.46583850931677,25.434782608695652,26.078674948240167,24.569050889967524,26.043362675389297,26.17653879742007,,24653.0,8852.534161490683,3802.0,,,0.0966,micron^3,,,,,,,ch-1_subdomain_label-5
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_13.ome.tiff,1.0,subdomain,6,189,189,10.610718383635325,25.333333333333332,30.232804232804234,29.43915343915344,25.342884296413818,30.17914687792968,29.249406595444384,,26534.0,10271.640211640211,4106.0,,,0.0378,micron^3,,,,,,,ch-1_subdomain_label-6
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_13.ome.tiff,1.0,subdomain,7,254,254,12.432482876722545,25.956692913385826,32.354330708661415,24.20472440944882,26.007456956641732,32.25847156272336,24.342238926905903,,19820.0,8901.48031496063,3805.0,,,0.050800000000000005,micron^3,,,,,,,ch-1_subdomain_label-7
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_13.ome.tiff,,overlap,1,134,134,,25.291044776119403,27.37313432835821,23.925373134328357,,,,,,,,,,0.0268,micron^3,0.09305555555555554,0.18816439321485745,0.08002372778347479,0.004185161534374426,0.2045168732876287,micron,overlap_label-1
