# header s,d,s,l,l,l,d,d,d,d,d,d,d,d,d,d,d,d,d,d,s,d,d,d,d,d,s,s,roi
Image Name,Channel ID,roi_type,label,area,filled_area,major_axis_length,centroid-0,centroid-1,centroid-2,weighted_centroid-0,weighted_centroid-1,weighted_centroid-2,equivalent_diameter,max_intensity,mean_intensity,min_intensity,sphericity,solidity,volume,volume_units,overlap_fraction,distance_x,distance_y,distance_z,distance3d,distance_units,Roi Name,roi
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_1.ome.tiff,0.0,domain,1,673,673,22.2654306076328,8.63595839524517,17.093610698365527,32.4739970282318,8.337580549055259,17.131212140978313,32.436445447069566,10.872735270958106,57899.0,15194.05794947994,4998.0,0.4239390809542073,0.4800285306704707,0.1346,micron^3,,,,,,,ch-0_domain_label-1,136029
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_1.ome.tiff,0.0,subdomain,2,230,230,10.383522928258971,7.230434782608696,17.22608695652174,29.95217391304348,7.214553698114384,17.253924565923043,30.1454867632002,,57899.0,19393.72608695652,4998.0,,,0.046,micron^3,,,,,,,ch-0_subdomain_label-2,136031
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_1.ome.tiff,0.0,subdomain,3,197,197,11.076060831035583,8.644670050761421,18.79695431472081,36.15228426395939,8.600711790913333,18.59121015105837,35.99389788899044,,34118.0,15251.44162436548,5709.0,,,0.0394,micron^3,,,,,,,ch-0_subdomain_label-3,136032
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_1.ome.tiff,0.0,subdomain,4,89,89,8.809455298418435,8.359550561797754,16.752808988764045,24.25842696629213,8.320991803701222,16.74483633176968,24.22807567400381,,16026.0,10898.314606741573,6969.0,,,0.0178,micron^3,,,,,,,ch-0_subdomain_label-4,136033
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_1.ome.tiff,0.0,subdomain,5,85,85,8.92492183253259,9.811764705882354,11.470588235294118,39.45882352941177,9.745312364824963,11.610883024460335,39.51546684520742,,23701.0,12511.011764705883,7150.0,,,0.017,micron^3,,,,,,,ch-0_subdomain_label-5,136034
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_1.ome.tiff,0.0,subdomain,6,72,72,8.663795732226893,12.055555555555555,19.069444444444443,32.375,12.102820151721026,18.934621880174497,32.38705502775318,,16378.0,10098.944444444443,7157.0,,,0.0144,micron^3,,,,,,,ch-0_subdomain_label-6,136035
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_1.ome.tiff,1.0,domain,1,564,564,14.027328156190023,8.352836879432624,14.52127659574468,29.01418439716312,8.289779098162384,14.71323434485202,29.3997059993668,10.250856656051196,50931.0,18156.2304964539,8051.0,0.573913293181621,0.6322869955156951,0.1128,micron^3,,,,,,,ch-1_domain_label-1,136030
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_1.ome.tiff,1.0,subdomain,2,281,281,10.943617475856415,7.583629893238434,15.935943060498222,31.07829181494662,7.608217544158673,15.946441221902518,31.20312115112437,,50931.0,20962.701067615657,8051.0,,,0.0562,micron^3,,,,,,,ch-1_subdomain_label-2,136036
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_1.ome.tiff,1.0,subdomain,3,182,182,8.987232820364845,9.054945054945057,14.296703296703296,25.62087912087912,9.168618552508937,14.22517424444846,25.728731942766355,,33904.0,15998.42857142857,8513.0,,,0.0364,micron^3,,,,,,,ch-1_subdomain_label-3,136037
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_1.ome.tiff,1.0,subdomain,4,90,90,6.9230566065162495,9.488888888888887,9.71111111111111,29.744444444444444,9.495386849113478,9.693108131227262,29.7105297023632,,24739.0,14677.844444444445,8747.0,,,0.018,micron^3,,,,,,,ch-1_subdomain_label-4,136038
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_1.ome.tiff,,overlap,1,248,248,,7.600806451612903,16.471774193548388,29.661290322580644,,,,,,,,,,0.0496,micron^3,0.2507583417593529,0.1214695779081105,0.0967191118450517,0.0059751813616093,0.1553870900222225,micron,overlap_label-1,136039
