# header s,d,s,l,l,l,d,d,d,d,d,d,d,d,d,d,d,d,d,d,s,d,d,d,d,d,s,s,roi
Image Name,Channel ID,roi_type,label,area,filled_area,major_axis_length,centroid-0,centroid-1,centroid-2,weighted_centroid-0,weighted_centroid-1,weighted_centroid-2,equivalent_diameter,max_intensity,mean_intensity,min_intensity,sphericity,solidity,volume,volume_units,overlap_fraction,distance_x,distance_y,distance_z,distance3d,distance_units,Roi Name,roi
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_11.ome.tiff,0.0,domain,1,918,918,26.14978011381561,9.044662309368192,24.468409586056644,24.880174291939,9.028932924567954,25.17520283467387,24.72112370609787,12.058168627475856,52285.0,13041.734204793029,5127.0,0.3455392011448822,0.3701612903225806,0.1836,micron^3,,,,,,,ch-0_domain_label-1,135969
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_11.ome.tiff,0.0,subdomain,2,84,84,7.972950777367872,6.928571428571429,24.428571428571427,31.86904761904762,6.898838315734819,24.461494066066567,31.92753660501555,,20964.0,11097.392857142857,5972.0,,,0.0168,micron^3,,,,,,,ch-0_subdomain_label-2,135971
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_11.ome.tiff,0.0,subdomain,3,37,37,4.782603930103652,7.945945945945946,11.54054054054054,21.62162162162162,7.992541119959809,11.5842174199452,21.648468879040543,,17151.0,10544.297297297297,6697.0,,,0.0074,micron^3,,,,,,,ch-0_subdomain_label-3,135972
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_11.ome.tiff,0.0,subdomain,4,221,221,12.701817850498877,8.190045248868778,31.533936651583712,24.35746606334841,8.100908033507498,31.642174950517543,24.07850761973509,,40661.0,15257.475113122173,5329.0,,,0.0442,micron^3,,,,,,,ch-0_subdomain_label-4,135973
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_11.ome.tiff,0.0,subdomain,5,95,95,7.268181955352161,9.494736842105263,15.91578947368421,22.042105263157893,9.51339705101499,15.847153037866558,22.087823139037024,,22474.0,11854.926315789471,5987.0,,,0.019,micron^3,,,,,,,ch-0_subdomain_label-5,135974
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_11.ome.tiff,0.0,subdomain,6,235,235,10.657235620171797,9.374468085106384,25.26382978723404,24.45531914893617,9.49711660631736,25.3049025491435,24.456018306027627,,52285.0,16641.88510638298,5127.0,,,0.047,micron^3,,,,,,,ch-0_subdomain_label-6,135975
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_11.ome.tiff,0.0,subdomain,7,118,118,8.879808169014613,10.754237288135592,20.45762711864407,19.11864406779661,10.865433788461267,20.43469093185226,19.095007917637883,,15938.0,9071.14406779661,6042.0,,,0.0236,micron^3,,,,,,,ch-0_subdomain_label-7,135976
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_11.ome.tiff,0.0,subdomain,8,76,76,7.733649820138138,11.578947368421051,23.88157894736842,30.907894736842103,11.583082207189532,23.89404046269992,30.792453397789043,,16947.0,10059.947368421052,5937.0,,,0.0152,micron^3,,,,,,,ch-0_subdomain_label-8,135977
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_11.ome.tiff,1.0,domain,1,624,624,17.38114675266706,9.400641025641026,27.591346153846157,26.59294871794872,9.116055165085546,27.848568290505845,26.33289865252792,10.602183642547542,49434.0,16686.278846153848,7208.0,0.5536241070629176,0.6948775055679287,0.1248,micron^3,,,,,,,ch-1_domain_label-1,135970
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_11.ome.tiff,1.0,subdomain,2,280,280,10.432109701057277,7.15,29.228571428571428,24.85,7.158444793971168,29.3201906183618,24.91197712609522,,49434.0,19134.717857142856,7523.0,,,0.056,micron^3,,,,,,,ch-1_subdomain_label-2,135978
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_11.ome.tiff,1.0,subdomain,3,44,44,5.231597558284741,9.454545454545457,33.20454545454545,28.681818181818183,9.431844060076994,33.23534868049047,28.685742170858475,,17995.0,11736.454545454546,7619.0,,,0.0088,micron^3,,,,,,,ch-1_subdomain_label-3,135979
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_11.ome.tiff,1.0,subdomain,4,113,113,7.234672761780056,11.097345132743364,23.327433628318584,26.38053097345133,11.15952968428352,23.362087552589895,26.436061680627468,,27427.0,14242.362831858409,7677.0,,,0.0226,micron^3,,,,,,,ch-1_subdomain_label-4,135980
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_11.ome.tiff,1.0,subdomain,5,114,114,6.513694980133924,11.394736842105264,27.87719298245614,27.526315789473685,11.207376136346912,27.86678653603685,27.4323343128934,,39021.0,17880.087719298244,7533.0,,,0.0228,micron^3,,,,,,,ch-1_subdomain_label-5,135981
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_11.ome.tiff,1.0,subdomain,6,67,67,5.884204180826549,12.223880597014926,23.70149253731343,30.776119402985078,12.202909270216963,23.648022347331533,30.726431895214567,,19655.0,12470.68656716418,7208.0,,,0.0134,micron^3,,,,,,,ch-1_subdomain_label-6,135982
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_11.ome.tiff,,overlap,1,333,333,,9.38138138138138,27.37237237237237,26.51051051051051,,,,,,,,,,0.0666,micron^3,0.2754342431761786,0.0644709978572019,0.106934618233279,0.010890280064699,0.1253400189137055,micron,overlap_label-1,135983
