Image Name,Channel ID,roi_type,label,area,filled_area,major_axis_length,centroid-0,centroid-1,centroid-2,weighted_centroid-0,weighted_centroid-1,weighted_centroid-2,equivalent_diameter,max_intensity,mean_intensity,min_intensity,sphericity,solidity,volume,volume_units,Roi Name
20180329_RI510_ESC_32_SIR_THR_3.ome.tiff,0,domain,1,413,413,12.315400911058944,15.91041162227603,27.956416464891042,25.10411622276029,15.98569910507381,27.740797148234382,25.102990403274628,9.239542691004052,35061.0,13238.474576271186,6312.0,0.5826580863548159,0.7564102564102564,0.0826,micron^3,ch-0_domain_label-1
20180329_RI510_ESC_32_SIR_THR_3.ome.tiff,0,subdomain,2,406,406,11.64632279157195,15.948275862068966,27.834975369458128,25.169950738916256,16.006955596756676,27.6726846845982,25.13882043402466,,35061.0,13341.844827586207,6312.0,,,0.08120000000000001,micron^3,ch-0_subdomain_label-2
